Gene1,Gene2,EdgeWeight
TFAP2A,USP44,0.850749
TCF4,DCLK1,0.85026073
GATA3,RHOBTB3,0.84996605
TEAD4,PAWR,0.8497449
MXI1,FN1,0.8491623
OTX2,STAT3,0.8489066
TFAP2A,ESRP1,0.84720385
KLF5,CHEK2,0.84657186
FOXH1,PALLD,0.84643877
TEAD4,YBX1,0.8462386
OTX2,NFKBIA,0.8461424
GATA3,ILF3,0.84536266
DNMT3B,APEX1,0.8453524
TP53,BUB1B,0.8445669
TCF4,ARHGAP42,0.8416661
MXI1,ZNF219,0.84165496
GATA6,INSIG2,0.8409321
GATA6,FOXN3,0.8404873
STAT3,NFKBIA,0.8403926
TCF4,NAA15,0.83877665
LEF1,ELL2,0.83867157
EGR1,SEMA3E,0.8386359
KLF5,MECOM,0.83863455
GATA6,AGL,0.8385607
TFAP2A,ARL4A,0.8382772
DNMT3B,KDR,0.83822095
JUND,SFRP2,0.83802646
EOMES,EPB41L3,0.83758664
MXI1,ELL2,0.83729064
STAT3,PRTG,0.83718216
GATA6,RNF19A,0.8368157
LEF1,TCF7L1,0.836216
TFAP2A,MED14,0.8360186
FOXP1,PPP1R9A,0.83575463
TEAD4,NUAK1,0.83525974
CTNNB1,PRKACB,0.83317995
JUND,MEX3C,0.83305264
TFAP2A,GABRB3,0.8326647
JUND,CCDC138,0.83243656
CTNNB1,POU2F1,0.83229554
GATA2,HDGF,0.8321756
CTNNB1,HIF1A,0.8320374
TFAP2A,KLF6,0.8314388
JUND,SNAI1,0.8313539
STAT3,HMGA1,0.8303591
MXI1,DTL,0.82933784
EZH2,AGL,0.8290447
TFAP2A,ALPK2,0.82885045
DNMT3B,ANGPT2,0.82862556
EOMES,NDUFC2-KCTD14,0.82861847
TFAP2A,MCC,0.8281069
NANOG,CREB3L2,0.82776344
OTX2,TRIM33,0.8277086
JUND,TRIM2,0.8268005
MXI1,ETV4,0.8266444
EZH2,FER,0.8262172
OTX2,FAM135A,0.82611716
NANOG,SMARCC1,0.82604647
EOMES,YPEL5,0.8254043
CTNNB1,OXTR,0.82530695
TFAP2A,SLC36A4,0.82515943
SNAI2,ZNF165,0.82466537
TP53,PNPLA8,0.82450724
GATA4,ELAVL2,0.8243799
TFAP2A,DLGAP5,0.82417864
JUND,MECOM,0.8237715
TFAP2A,FUBP1,0.8237086
SNAI2,SLC39A8,0.82331663
JUND,ANKRD28,0.82305586
DNMT3B,MED14,0.8229306
SOX17,RBPJ,0.82279074
PRDM1,TIPARP,0.8215268
EGR1,NFATC3,0.8211243
PRDM1,LPGAT1,0.82111967
GATA6,NOC3L,0.82005566
FOXP1,BRWD1,0.8193137
MLLT3,KAT7,0.8182544
SMAD2,VIM,0.817971
DNMT3B,ASNS,0.81789196
TFAP2A,CEP85L,0.81768656
STAT3,TRIP11,0.81742597
OTX2,FOXF1,0.81704974
TFAP2A,PRTG,0.81679213
FOXP1,NONO,0.81659365
MXI1,MATN3,0.8164959
SMAD2,SAP18,0.81626177
MXI1,MDM4,0.8153465
TP53,ZFYVE16,0.81506705
MXI1,RMI1,0.81495047
TFAP2A,DDX54,0.81482345
SMAD2,AGL,0.8140483
TFAP2A,PRDM14,0.81402653
FOXH1,SLC39A8,0.8138653
NANOG,CA14,0.81351876
GATA2,GPC6,0.81233644
OTX2,ST8SIA1,0.8120103
PRDM1,DDHD2,0.8115943
TP53,CHAF1A,0.8109057
DNMT3B,PBX1,0.81055945
EOMES,CNBP,0.8103308
STAT3,ARID5B,0.81026363
FOXP1,ALCAM,0.80955374
MXI1,HIF1A,0.8087015
GATA4,HMGN2,0.8082383
TP53,XRCC6,0.8078469
FOXP1,EEF1A1,0.8077048
SOX17,DLC1,0.8073941
EOMES,BAMBI,0.80716497
STAT3,CREB3L2,0.8068435
DNMT3B,MAML3,0.806432
OTX2,BMP4,0.8064032
GATA6,SMAD5,0.80561256
STAT3,ZRANB2,0.8054253
FOXP1,NT5DC3,0.80534554
FOXP1,KAT6A,0.8048889
EGR1,RNF19A,0.80483353
GATA2,CCPG1,0.8047738
EOMES,XRCC6,0.80474377
DNMT3B,MCM7,0.8042187
MXI1,POLR1C,0.80415547
MXI1,PLAGL1,0.8040446
JUND,PPT2,0.803931
JUND,KIF21A,0.80348295
TEAD4,SSB,0.8029976
JUND,BRWD1,0.80234295
STAT3,SENP7,0.8023281
MXI1,E2F3,0.80231464
JUND,WWP1,0.802232
EOMES,CITED2,0.80155104
PRDM1,MAFF,0.8014507
KLF5,CPE,0.80102557
TEAD4,DCLK1,0.80067563
OTX2,GPC6,0.80066794
DNMT3B,RHOBTB3,0.8003659
GATA6,CDC7,0.80032325
KLF5,FOXP1,0.80013466
PRDM1,KLHL12,0.7997394
CTNNB1,FLRT2,0.7988285
CTNNB1,MMP16,0.7986015
TP53,PPM1H,0.7981031
NANOG,JMJD1C,0.79775184
TFAP2A,TMEM47,0.7973669
EGR1,PALLD,0.79735625
TFAP2A,GATA2,0.7971709
NANOG,CXXC1,0.79699326
LEF1,SFRP2,0.79649186
MXI1,ANKRD1,0.796485
TEAD4,SALL2,0.79640204
TFAP2A,UTP15,0.79639006
GATA3,ZNF8,0.79618967
DNMT3B,CENPK,0.7958274
TP53,NFATC3,0.79551864
KLF5,KIAA1324L,0.79549754
OTX2,RGS5,0.7953646
FOXP1,HDAC9,0.7950362
KLF5,ZNF398,0.79486364
GATA6,LDB2,0.7947546
JUND,ETS1,0.7945955
GATA4,CHAF1A,0.7943382
STAT3,DDHD2,0.79406726
TCF4,RAD51,0.79401124
LEF1,ST8SIA1,0.7935945
PRDM1,IL6ST,0.79330623
TFAP2A,ZBTB38,0.79288375
GATA3,PRTG,0.79091024
KLF5,SLITRK2,0.7905798
OTX2,WDR12,0.7905443
TEAD4,TMSB15B,0.79051256
OTX2,SPP1,0.78969026
TFAP2A,GATA4,0.7893454
MLLT3,SLC35F1,0.7883688
OTX2,ZNF587,0.78778195
DNMT3B,EHMT2,0.78756195
PRDM1,SENP7,0.787361
FOXP1,SLC39A11,0.7870067
FOXP1,FOXJ2,0.78631055
LEF1,SKIL,0.78599703
MLLT3,MATN3,0.7856119
SOX17,CCNA2,0.7853456
MXI1,TIPARP,0.7849619
TRIM28,SLC39A11,0.7846632
CTNNB1,ZFHX3,0.7839526
TFAP2A,KRCC1,0.78387314
KLF5,TIMP3,0.78310287
OTX2,PRSS35,0.7830775
EOMES,PROM1,0.78305703
TFAP2A,POLR2A,0.7828455
STAT3,CCNB2,0.7822598
KLF5,ECI2,0.78205
SNAI2,KLF5,0.7818999
TCF4,LEF1,0.7818333
MXI1,TCOF1,0.78175914
TCF4,ST8SIA1,0.7813867
MXI1,ZBTB2,0.7808276
OTX2,CNTRL,0.7805767
DNMT3B,MCCC1,0.7805042
TCF4,E2F3,0.77901894
TP53,RBBP4,0.7784064
FOXP1,TRAF6,0.77810097
DNMT3B,RBMX,0.777574
JUND,HNRNPK,0.77671957
GATA3,USP44,0.7763082
DNMT3B,MCC,0.7762137
EOMES,CUX1,0.7761376
FOXP1,ZNF589,0.77560467
TP53,SMARCC1,0.7733036
CTNNB1,U2AF1,0.7731792
GATA6,CLGN,0.7730842
MXI1,VASH2,0.7718522
KLF5,E2F7,0.7716261
TP53,GABRB2,0.7715136
OTX2,HOMER1,0.77113384
SOX2,RBFOX2,0.77085304
GATA2,SATB1,0.7708465
FOXH1,NOC3L,0.77073914
POU5F1,TTC39B,0.7707224
JUND,NDC80,0.7700525
MXI1,CHEK2,0.7694056
GATA2,KAT7,0.7693685
FOXP1,DNMT3A,0.7688798
GATA2,SLC6A15,0.76793873
PRDM1,XRCC5,0.7672378
OTX2,CDK6,0.76643896
OTX2,KLHL4,0.766258
FOXH1,CCDC82,0.76622576
TFAP2A,XRCC5,0.76566607
STAT3,AES,0.7654054
GATA4,FARSB,0.7653499
MXI1,LIFR,0.76520866
JUND,TSPAN12,0.76411855
CTNNB1,MCC,0.7640601
TEAD4,KAT6A,0.76364666
JUND,BUB1B,0.7634444
TP53,NCAM1,0.76320195
LEF1,KLHL28,0.7628566
LEF1,ZNF764,0.7627151
BCL11A,NOC3L,0.76260954
PRDM1,ZNF8,0.76259804
LEF1,TCF4,0.7623352
EOMES,NOC3L,0.76185024
CTNNB1,MDM4,0.76163626
SMAD2,RNF14,0.76155365
JUND,RPP40,0.76153743
GATA6,POLR2K,0.75980735
DNMT3B,SLC6A15,0.7595838
SOX2,RTKN2,0.7594284
NANOG,PSIP1,0.7586045
KLF5,MCM5,0.7585023
EGR1,VHL,0.758134
EZH2,TJP2,0.7577931
CTNNB1,DNAAF2,0.75739694
MLLT3,MCM5,0.7573471
SNAI2,ETV4,0.7569878
SNAI2,FBXO34,0.75687045
CTNNB1,MYOF,0.7568117
OTX2,HNRNPD,0.75669616
GATA4,MED16,0.7565926
DNMT3B,KHSRP,0.75652635
TFAP2A,HEG1,0.7563735
MLLT3,ZKSCAN1,0.7556634
POU5F1,ESRP1,0.75561976
PRDM1,TRAPPC8,0.75560075
EOMES,ASH2L,0.75555575
SNAI2,NUP35,0.75512046
STAT3,DAXX,0.75500697
TEAD4,MANEA,0.7546831
GATA6,EEF1A1,0.7546293
TFAP2A,ZNF471,0.7545482
TRIM28,TCF4,0.7544792
GATA6,FLRT2,0.7540138
MXI1,OTX2,0.7538763
FOXP1,THAP9,0.7536393
OTX2,B4GALT4,0.75359124
DNMT3B,ESRP1,0.7524888
DNMT3B,ST8SIA1,0.7516372
TFAP2A,SENP7,0.7511507
MLLT3,ILF2,0.7504837
TCF4,ACTC1,0.75040317
KLF5,KAT6A,0.7503443
CTNNB1,YPEL5,0.7502631
FOXP1,STK38L,0.7502188
TRIM28,CAMK2D,0.7497258
FOXH1,CSDE1,0.7491679
MLLT3,LGR4,0.748894
JUND,WDR12,0.748739
KLF5,RRN3,0.74814016
GATA4,HDAC9,0.74807525
POU5F1,FOXN3,0.7480539
TFAP2A,TNC,0.74790776
STAT3,DNMT3A,0.7477314
OTX2,WDR35,0.74678624
FOXP1,NEDD9,0.74663943
STAT3,HNRNPAB,0.74494255
SOX17,RBFOX2,0.7448832
GATA4,GLIPR2,0.7446771
FOXP1,SAP18,0.7446494
STAT3,ZNF764,0.7445671
TFAP2A,ELAVL2,0.74454904
DNMT3B,POLR3G,0.74307024
TFAP2A,ELMO1,0.74254364
MXI1,CSRP2,0.7424362
OTX2,KDELR3,0.74206674
SOX17,MCM6,0.74192184
EOMES,SLITRK2,0.7418172
LEF1,TTC39B,0.74176
TCF4,TP53INP1,0.7416338
MXI1,RAI1,0.741513
MXI1,ZBTB10,0.74124783
TCF4,DNMT1,0.7406223
MLLT3,PDGFRA,0.74061763
TEAD4,FZD5,0.7397338
TP53,LGR5,0.7392304
GATA2,HMGN2,0.73855567
JUND,ZNF521,0.7380956
OTX2,CHEK2,0.7378204
TCF4,PRKACB,0.7366243
TCF4,SMARCD1,0.73658913
NANOG,SUPT7L,0.7365302
TCF4,PFKFB2,0.7365287
TEAD4,NCAPG,0.73635054
MLLT3,LTBP1,0.73628086
SMAD2,ZNF589,0.73567224
ZFP42,SEMA3E,0.73553705
OTX2,WNT5A,0.73521364
KLF5,ANKRD13C,0.73502505
NANOG,WDR5,0.7345479
MXI1,PER3,0.7343207
GATA4,KLF6,0.7337015
KLF5,FAM135A,0.7333605
JUND,KLF8,0.73314714
SMAD2,CDCA7L,0.7330678
PRDM1,ELAVL2,0.73285455
GATA6,SSB,0.7326341
POU5F1,BMP4,0.7319727
PRDM1,DNMT3B,0.7317244
SNAI2,HNRNPK,0.7316676
FOXP1,SF1,0.7315063
STAT3,CXXC1,0.7309227
STAT3,ITPR2,0.7308794
OTX2,LMO2,0.7308718
KLF5,ZNF219,0.73004997
SMAD2,TP53INP1,0.7296952
OTX2,ENC1,0.72918224
ZFP42,TLE2,0.72901976
GATA3,ELAVL2,0.72867674
NANOG,BMP4,0.7280733
GATA6,ALCAM,0.72798765
EGR1,TBX3,0.72784793
TFAP2A,PPARGC1B,0.72742164
LEF1,NFAT5,0.7268526
MLLT3,NDC80,0.7266372
CTNNB1,E2F4,0.7266046
TRIM28,PAWR,0.7265929
JUND,EPCAM,0.7264599
TFAP2A,SPPL2A,0.7262956
SNAI2,TLE3,0.7259679
SNAI2,USP44,0.7258692
MXI1,SKA3,0.7257771
KLF5,MITF,0.7253583
JUND,MRPS35,0.7244926
EOMES,AMN1,0.7233074
TCF4,ZNF146,0.72326577
DNMT3B,PMP22,0.7224522
TFAP2A,CLGN,0.7223771
GATA2,HNRNPK,0.72192675
STAT3,RHOBTB3,0.72188246
TFAP2A,CHEK2,0.7218459
TFAP2A,E2F7,0.72182375
GATA2,ARID5B,0.7218226
CTNNB1,CHAF1A,0.7215534
EGR1,RUVBL1,0.7215355
MLLT3,ATF6,0.7212866
KLF5,NFKBIB,0.7210369
TRIM28,ZFP42,0.7205372
TFAP2A,HAS2,0.72035736
TFAP2A,SNRPB,0.7203191
TFAP2A,SEMA3E,0.7201725
DNMT3B,DLC1,0.7197963
EGR1,TP53,0.71947277
MXI1,LGALSL,0.71935177
TRIM28,ACOX3,0.7190362
EOMES,TMF1,0.71843714
KLF5,GRHL2,0.7181872
POU5F1,TEAD4,0.718116
TFAP2A,RALB,0.7179107
TP53,ZNF521,0.71780074
MXI1,NTS,0.71775633
TEAD4,TLE3,0.7171206
STAT3,ZNF280B,0.71699613
FOXH1,PLOD2,0.71684754
OTX2,NCOA6,0.7165937
LEF1,APC,0.7165016
GATA4,TFAP4,0.7158556
STAT3,VWA5A,0.7157937
STAT3,SLC35F1,0.7155587
OTX2,SLC39A11,0.7154794
GATA2,TMEM131,0.7153902
TP53,TBX3,0.7152605
GATA2,PLAU,0.7151191
DNMT3B,GATA6,0.7149861
NANOG,PRKACB,0.71479565
DNMT3B,ENC1,0.71472776
OTX2,PELI2,0.7140479
GATA6,NFIC,0.7135079
TFAP2A,ABLIM1,0.7131884
FOXH1,MRPL1,0.7131703
OTX2,THAP9,0.71304595
DNMT3B,SFRP2,0.71291023
GATA4,AGL,0.7124153
MXI1,ASNS,0.71237946
TFAP2A,ZNF8,0.71232116
SMAD2,ELMOD2,0.71206546
GATA4,ATF6,0.71163076
STAT3,PAWR,0.71161175
TEAD4,PER3,0.7115048
GATA2,ATF6,0.71116567
OTX2,APBB2,0.71109504
GATA3,CSDE1,0.71094483
GATA2,FAM117B,0.71093726
PRDM1,WWP1,0.7108269
KLF5,TRIM28,0.7106468
EGR1,KAT6A,0.7103286
TEAD4,MCM6,0.71032494
CTNNB1,AFF1,0.7101042
JUND,VPS13C,0.70998895
OTX2,UTP18,0.7097763
JUND,SLC39A8,0.7096146
KLF5,JUND,0.709525
FOXP1,DEK,0.7092515
FOXP1,CUX1,0.7089067
STAT3,HESX1,0.7086933
MLLT3,DNMT3A,0.70845354
JUND,CHEK2,0.7082478
FOXH1,DDX54,0.70821536
GATA6,UPF1,0.70814306
SOX2,ANKRD26,0.70774955
TFAP2A,GLMN,0.7074629
SOX17,LRAT,0.7074295
PRDM1,HESX1,0.7073543
JUND,DEPDC1B,0.7072063
SOX17,CXXC1,0.7067389
LEF1,ANKRD50,0.7065628
TEAD4,CA2,0.7050184
STAT3,FBXO34,0.7049948
GATA6,CCPG1,0.7045733
TEAD4,FXR1,0.70437115
CTNNB1,DUSP4,0.7042874
POU5F1,NCAM1,0.7042531
TEAD4,NAP1L3,0.7037966
GATA2,AMN1,0.70353615
OTX2,TMEM38B,0.70308113
GATA6,RTKN2,0.7027719
TFAP2A,JMJD1C,0.7019305
EOMES,HNRNPAB,0.70120084
TEAD4,TTC39B,0.70031756
TFAP2A,PPM1H,0.70007837
MXI1,SUPT16H,0.70004207
FOXP1,AFF4,0.69991744
SMAD2,UTP15,0.69942033
GATA6,COL5A1,0.69908684
TEAD4,SUPT16H,0.6988875
TFAP2A,DCAF6,0.6988042
EGR1,ZEB1,0.6987216
POU5F1,PHB2,0.69869286
NANOG,ASXL1,0.69859064
TP53,STT3B,0.6979721
GATA6,GPR83,0.6979035
DNMT3B,DLGAP5,0.6978527
TFAP2A,GLIPR2,0.69766134
TEAD4,MAP4K3,0.69754744
JUND,PHLDA1,0.69724125
CTNNB1,RALB,0.6970664
TRIM28,B4GALT4,0.6955418
JUND,EPB41L3,0.69535875
GATA6,KIF21A,0.69506377
JUND,MYOCD,0.69484925
TCF4,DAAM1,0.69458807
TP53,MATN3,0.6945233
TRIM28,POLR2A,0.6943868
DNMT3B,PHB2,0.6941537
LEF1,PHF21A,0.6939981
FOXP1,ZNF30,0.6939169
GATA2,ZNF146,0.6931888
CTNNB1,KIF15,0.69312465
FOXP1,NUP54,0.69310325
OTX2,HIF1A,0.69290984
GATA6,FARSB,0.6927692
MXI1,ZNF471,0.692714
GATA2,CDC7,0.69233525
TCF4,ANKRD1,0.6920429
STAT3,BTBD10,0.6916279
KLF5,CEP55,0.6916276
MXI1,FOXP1,0.69071436
TP53,RAD51,0.6905259
MLLT3,GTF2H2,0.6901336
MLLT3,PREPL,0.6899935
JUND,LRR1,0.68966633
MXI1,EPHA4,0.6896535
OTX2,RBBP8,0.6894896
OTX2,BARX2,0.6891077
GATA6,PRDM14,0.6889963
TFAP2A,CEBPZ,0.68877864
OTX2,RTKN2,0.687919
KLF5,DDX54,0.68776786
OTX2,CCNB2,0.6877513
TRIM28,BTBD10,0.68756276
TCF4,RBM14,0.6873956
POU5F1,TLE3,0.6872475
KLF5,LTBP1,0.6870411
CTNNB1,CEBPZ,0.6860862
TEAD4,GPSM2,0.68596596
OTX2,PTMA,0.6858798
TCF4,PLAGL2,0.68519855
DNMT3B,MATN3,0.68471485
JUND,TMEM64,0.6846861
TFAP2A,ZNF24,0.684226
TEAD4,PRKACB,0.6841413
NANOG,TRIM2,0.68391657
JUND,KLHL24,0.6836957
TRIM28,COL1A2,0.6836027
EGR1,TLE3,0.68330157
GATA6,AFF1,0.6832232
ZFP42,ZNF585B,0.682828
MLLT3,SENP7,0.6827966
TFAP2A,MAGI3,0.6823424
MXI1,ARL4D,0.68185216
MXI1,PHLDB2,0.68170387
MLLT3,MRPS30,0.6816045
KLF5,POLR3G,0.68151116
TFAP2A,UTP18,0.6812923
FOXP1,CCDC138,0.68122745
KLF5,PELI2,0.6811801
TEAD4,RARG,0.68106925
GATA2,AKAP2,0.680751
CTNNB1,ZBTB10,0.68064547
LEF1,TMSB15B,0.68053734
SNAI2,PPT2,0.68048114
DNMT3B,PFKFB2,0.6798234
ZFP42,DTL,0.6797884
CTNNB1,LMO2,0.67948174
ZFP42,SMARCD3,0.6790121
TP53,CCDC80,0.6786828
POU5F1,TMF1,0.6785394
MXI1,FLI1,0.67847145
OTX2,TIPARP,0.6782192
NANOG,PHLDA1,0.67791903
EZH2,RAD51AP1,0.67771757
FOXP1,SMAD2,0.67757064
SOX17,SNAI2,0.6773819
DNMT3B,SNRPB,0.67729795
OTX2,MECOM,0.67718947
MLLT3,BTF3,0.6766162
SOX17,SLC39A11,0.67562795
MLLT3,APEX1,0.67554414
OTX2,SALL2,0.6754389
SOX2,KIF15,0.6753279
TEAD4,TTK,0.67526704
CTNNB1,MIF,0.6752666
MXI1,LZTS1,0.6750775
TEAD4,ATP2B4,0.6745261
MLLT3,RGPD2,0.67452043
JUND,MRPL1,0.6743897
FOXP1,E2F3,0.67431414
ZFP42,POLR2A,0.6741006
TP53,ELMOD2,0.67404795
NANOG,CCDC141,0.673825
GATA3,PDGFRA,0.67300916
POU5F1,DPYSL3,0.6726376
TP53,TDRD7,0.6723882
KLF5,TEAD1,0.672245
TCF4,OTX2,0.6722163
MXI1,WDR5,0.6716834
EZH2,ZNF521,0.6716423
TFAP2A,MDM4,0.67111546
MXI1,AGPAT5,0.67107475
FOXP1,ZDHHC21,0.6707934
EGR1,AIP,0.6699374
PRDM1,APBB2,0.66991764
POU5F1,RMI1,0.66981375
PRDM1,NOC3L,0.6694236
GATA6,HDGF,0.6693475
MLLT3,AFF1,0.6693251
ZFP42,AFF4,0.6692305
JUND,FAM117B,0.66921616
FOXP1,CNBP,0.6688149
JUND,TRUB1,0.668754
GATA4,SLITRK2,0.6686076
MXI1,COL4A6,0.6682491
STAT3,NDUFC2-KCTD14,0.6680965
DNMT3B,RNF19A,0.66788167
FOXH1,SLC39A11,0.6678393
FOXP1,FREM1,0.6674649
GATA2,GDAP1,0.666873
GATA6,SRSF3,0.66683346
TFAP2A,TCEA1,0.6667989
TFAP2A,ZDHHC21,0.66654533
FOXP1,MAFF,0.6664746
POU5F1,NOC3L,0.6657542
FOXH1,RGPD2,0.6656058
TRIM28,COLEC12,0.66420734
HAND2,ST3GAL6,0.66413385
TFAP2A,RAB31,0.66403717
KLF5,AIP,0.6637221
NANOG,FAM117B,0.6632973
DNMT3B,MEIS1,0.6631894
TCF4,U2AF1,0.6630532
OTX2,COLEC12,0.663041
EOMES,EEF1A1,0.662903
SOX17,CRHBP,0.66282463
KLF5,DLC1,0.66258484
MXI1,FOXK1,0.6624359
SMAD2,STAT3,0.66241854
SNAI2,AGPAT5,0.66154253
EOMES,TEAD1,0.6614411
FOXP1,FAM117B,0.6605727
TFAP2A,THAP9,0.6600436
OTX2,TCF19,0.6600406
FOXP1,NR2C1,0.6600099
TFAP2A,CLDN10,0.6599781
ZFP42,ATP2B4,0.65957785
SMAD2,ILF3,0.65938425
DNMT3B,ARL4A,0.65920985
STAT3,E2F7,0.6588474
EOMES,JUND,0.6587603
MLLT3,WDR3,0.6587342
TP53,ADAMTS3,0.6583196
SNAI2,APEX1,0.6579405
GATA4,SMG6,0.65787065
GATA4,ARID5B,0.65761495
OTX2,PALLD,0.65760195
FOXH1,NCAM1,0.65737075
EZH2,XRCC6,0.65694976
TCF4,UTP15,0.6568412
GATA6,TBC1D4,0.65646297
TFAP2A,SPP1,0.65637434
ZFP42,SMG6,0.65611243
OTX2,ZNF24,0.6558028
MXI1,LPGAT1,0.65570164
OTX2,SRSF2,0.65563536
PRDM1,SMAD5,0.65548736
MLLT3,HESX1,0.6552354
DNMT3B,TGFB1,0.65512955
STAT3,SOX13,0.65502787
TFAP2A,TRIM33,0.6545756
SOX2,TFDP1,0.6545563
TFAP2A,WWP1,0.6545039
NANOG,MIA3,0.6540457
JUND,JPH1,0.6539515
MLLT3,CCPG1,0.65339667
KLF5,HELZ,0.6529269
TEAD4,RTKN2,0.6526737
MXI1,FUS,0.65260905
TCF4,HIF3A,0.6521052
GATA4,ZNF24,0.652064
TEAD4,RUVBL1,0.6519634
EGR1,CALCOCO1,0.65182936
GATA4,RAD51,0.6514182
FOXP1,NAP1L3,0.6509326
KLF5,CALCOCO1,0.6507541
TEAD4,DPYSL3,0.6507158
GATA2,CD200,0.6505068
GATA6,NAA15,0.65030617
TP53,ALPK2,0.6502968
STAT3,HEG1,0.6500943
MXI1,RNF138,0.6500658
GATA2,BMPR1A,0.6498394
MLLT3,TCF19,0.6498134
SNAI2,DDX54,0.6495925
TEAD4,KLHL28,0.6493685
CTNNB1,CCNB2,0.649099
TRIM28,ARL4A,0.6489766
SMAD2,BRWD1,0.648747
TFAP2A,CYP26A1,0.6484086
EGR1,NR3C1,0.64824176
FOXP1,TTC39B,0.6480924
TEAD4,RFESD,0.6479539
GATA4,ALCAM,0.6478325
CTNNB1,GLDC,0.64771336
STAT3,MATN3,0.64749295
JUND,LGR5,0.647428
CTNNB1,TRIP11,0.646966
GATA6,NUCB2,0.6468215
STAT3,SNAPC3,0.6466263
MXI1,NEDD9,0.6464559
SOX17,RUNX1,0.64611804
OTX2,PRKACB,0.64592063
TCF4,POU2F1,0.6448214
LEF1,CBX3,0.6447214
SMAD2,E2F4,0.64464605
TCF4,RPE,0.6444403
TRIM28,PNPLA8,0.6442943
SOX2,STC1,0.6440972
MLLT3,CXXC1,0.6439891
CTNNB1,EHMT2,0.64393026
SMAD2,CEP290,0.64363784
SMAD2,FBXO34,0.6435927
GATA3,SLC19A2,0.64348686
PRDM1,MCCC1,0.6431323
GATA2,NOC3L,0.642981
GATA3,UTP15,0.6429574
SOX17,ESRP1,0.64277005
JUND,WDR35,0.6427506
EOMES,ODC1,0.6426314
MXI1,FUBP1,0.6422754
OTX2,CDCA7L,0.64220226
SMAD2,ENC1,0.64153266
CTNNB1,TTC27,0.6411628
SMAD2,SNAI1,0.64067966
GATA2,TRIM2,0.6404853
POU5F1,PDCD4,0.640248
FOXP1,ARID4B,0.64016426
EGR1,WLS,0.6398604
TFAP2A,ROR2,0.639856
FOXP1,POLR2K,0.6396472
SNAI2,CPVL,0.63960737
TEAD4,MAFF,0.6395166
STAT3,COL1A2,0.6394822
MXI1,ZNF585B,0.63938826
KLF5,WWP1,0.6392231
TP53,CLGN,0.6391983
TCF4,PER3,0.6390394
ZFP42,EPB41L3,0.63886046
MXI1,TP53,0.63858926
MLLT3,USP44,0.638163
MXI1,SOX17,0.63792133
CTNNB1,GATA2,0.637917
TP53,MIF,0.63790685
GATA4,PELI2,0.6378989
STAT3,NFIC,0.637483
EOMES,TMSB15B,0.6372272
TEAD4,TRPS1,0.63719
TRIM28,LGALSL,0.6368176
CTNNB1,CD200,0.6367192
PRDM1,CEP290,0.6365412
FOXP1,ZNF83,0.63637584
EGR1,BUB1B,0.6362082
FOXP1,NANOG,0.63593864
TP53,PRKACB,0.6358673
SNAI2,SLC46A3,0.63573635
FOXP1,UPF1,0.63571846
FOXP1,ARNT2,0.6354252
KLF5,MEF2D,0.6353632
SOX17,HNRNPK,0.6352303
MXI1,ID1,0.6350875
DNMT3B,SERPINE2,0.6349348
PRDM1,NFIC,0.63473254
TCF4,MBOAT1,0.6344862
GATA3,THAP9,0.63448143
TP53,MYBBP1A,0.6344173
POU5F1,HDAC9,0.63440865
FOXP1,FXR1,0.63438994
KLF5,DAXX,0.63418895
OTX2,NFATC3,0.6335074
PRDM1,CALCOCO1,0.6333879
PRDM1,SLC6A15,0.6331323
GATA2,ZNF764,0.63279915
FOXP1,U2AF1,0.6324562
JUND,STAT2,0.6319562
OTX2,ZNF8,0.63186866
POU5F1,XRCC6,0.63163143
GATA3,NCOA6,0.6312308
OTX2,RAI14,0.6309615
STAT3,NEDD9,0.6308086
TRIM28,SF1,0.6307517
POU5F1,SEMA6D,0.63070875
EOMES,CPE,0.6305225
GATA4,APBB2,0.6304916
STAT3,ACTC1,0.6300632
PRDM1,FER,0.630061
MXI1,ACTC1,0.62981033
KLF5,TMEM38B,0.62951934
PRDM1,ENC1,0.62914187
JUND,GCA,0.6290507
LEF1,GATM,0.6289855
SOX2,TMEM131,0.6288048
DNMT3B,NAA15,0.62874925
TFAP2A,FBXO5,0.62833035
TCF4,CCND1,0.628024
TFAP2A,BTBD10,0.62773836
DNMT3B,SUPT16H,0.6276276
FOXP1,USP44,0.62746173
PRDM1,SERPINE2,0.6273854
DNMT3B,MDM4,0.62719077
JUND,ZNF146,0.6271402
NANOG,RNF19A,0.6269474
SNAI2,ESRP1,0.62684655
TRIM28,PLXNA2,0.62682617
SMAD2,SOX4,0.6267421
PRDM1,POU2F1,0.626567
TEAD4,COL1A2,0.6263318
TFAP2A,TDRD7,0.6261569
TFAP2A,CTSK,0.62595284
PRDM1,ZNF587,0.6257982
SOX17,FXR1,0.6253625
CTNNB1,FAM117B,0.62480843
HAND2,HNRNPD,0.6247671
FOXH1,TEX10,0.624741
CTNNB1,ST3GAL6,0.62431234
TEAD4,ZNF512,0.6237914
TP53,AFF4,0.62373614
DNMT3B,TEAD1,0.62362826
JUND,TIPARP,0.623222
FOXP1,HDGF,0.6229262
PRDM1,MCM7,0.6220851
MLLT3,STAT2,0.6220818
GATA6,CBX3,0.6216247
MLLT3,RND3,0.6216232
POU5F1,ARFGAP3,0.62143636
DNMT3B,UTP18,0.62139404
OTX2,CDC7,0.6202895
EOMES,KLF7,0.6200859
